Price,Bedroom2,Landsize,BuildingArea,Lattitude,Longtitude
1010000,3,700,,-37.70994,145.07997
830000,3,696,,-37.70576,145.07788
442000,3,575,,-37.88547,144.65529
830000,3,1025,195.0,-37.90188,144.65138
1400000,3,364,,-37.85538,145.00013
1035000,4,463,,-37.81869,144.8726
855000,3,92,116.0,-37.79683,144.99586
1210000,3,645,,-37.75418,144.89017
737500,3,143,,-37.72967,144.88835
905000,3,573,,-37.72908,144.88327
526500,3,529,,-37.7438,144.77059
685000,2,324,58.0,-37.84469,144.95578
1800000,3,130,,-37.842,144.95601
1800000,4,605,,-37.77474,145.03012
330000,1,60,40.0,-37.78469,145.03239
1020000,3,570,,-37.87028,144.80749
1280000,3,798,,-37.86677,144.83722
875000,3,563,,-37.83344,144.85586
1010000,3,150,125.0,-37.77639,144.91666
819000,3,166,,-37.7719,144.91565
990000,3,196,102.0,-37.77552,144.92022
1200000,3,198,,-37.7771,144.92793
1375000,3,483,,-37.7777,144.92512
1100000,3,239,,-37.77263,144.92045
1850000,3,720,,-37.86286,145.09228
1425000,4,778,,-37.86301,145.11159
773000,4,344,235.0,-37.75861,144.86687
1475000,3,147,,-37.86997,144.9908
2180000,5,646,35.0,-37.81369,145.09486
1500000,2,943,,-37.79219,145.10214
3200000,5,836,168.0,-37.78839,145.07076
682000,2,140,,-37.79334,145.10025
1030000,4,1094,197.0,-37.85757,145.2615
700000,3,535,,-37.82481,145.26519
675000,4,1031,161.0,-38.00224,145.41081
1900000,5,644,,-37.91753,145.03907
1410000,3,722,736.0,-37.93179,145.06957
817000,3,332,,-37.93462,145.06562
1815000,4,933,107.0,-37.91954,145.07637
1225000,3,580,129.0,-37.90984,145.08001
690000,3,703,153.0,-38.03062,145.35951
880000,3,335,110.0,-37.82876,145.13809
1562000,4,592,,-37.81175,145.14214
1530000,3,785,,-37.81321,145.14635
1264000,3,579,126.0,-37.83831,145.13985
2150500,6,786,,-37.82616,145.12748
810000,3,649,,-37.78261,144.84954
570000,2,567,74.0,-37.7877,144.84757
2655000,3,697,183.0,-37.92829,145.00281
3275000,3,289,371.6122,-37.92576,144.99233
2720000,4,792,,-37.92882,145.01109
2525000,4,725,300.0,-37.92884,145.01518
1300000,3,684,77.0,-37.90514,145.02524
1275000,3,406,156.0,-37.77655,144.96325
900000,2,191,,-37.77012,144.96476
520000,2,0,,-37.75788,144.95935
1204000,3,186,101.0,-37.76227,144.95649
730000,2,190,,-37.75676,144.96286
1268000,4,645,217.0,-37.76097,144.93933
1445000,3,613,112.0,-37.76883,144.94592
796000,3,534,,-37.69852,145.04836
769000,4,662,,-37.69582,145.07639
690000,3,513,,-37.69548,145.07377
1325000,3,756,,-37.85683,145.09635
1052000,3,801,,-37.85541,145.12836
555000,2,2685,,-37.82277,145.0581
1381000,3,230,,-37.81653,145.05971
1000000,3,96,80.0,-37.79674,144.96563
720000,2,3481,,-37.80087,144.96622
1717500,3,202,,-37.78621,144.97512
2400000,4,163,,-37.7835,144.97556
1950000,3,309,,-37.78659,144.97211
817500,2,292,,-37.89431,145.05902
1150000,5,688,490.0,-37.74281,144.72513
590000,3,179,,-38.07483,145.13133
1520000,3,426,,-37.86323,145.01428
1700000,4,627,185.0,-37.89918,145.01679
960000,2,294,,-37.89542,145.02057
732000,4,536,202.0,-38.03526,145.13286
800000,3,366,121.0,-37.96877,145.07484
877000,3,533,135.0,-37.96257,145.08252
1255000,4,712,,-37.97145,145.06132
900000,3,537,120.0,-37.96388,145.07807
1199000,3,552,,-37.97069,145.05928
1500000,4,724,,-37.97076,145.04186
780000,3,318,103.0,-37.91712,145.13625
862500,3,490,,-37.73533,144.95303
1020000,4,441,255.0,-37.73572,144.97256
996000,2,476,97.0,-37.73883,144.95321
1095000,2,151,88.0,-37.79853,144.99256
680000,5,646,199.73,-37.59902,144.92517
492000,4,479,166.0,-37.57005,144.91909
425000,3,263,165.0,-37.57307,144.92513
985500,3,973,,-37.78964,145.2829
720000,3,815,,-37.7969,145.29274
860000,4,907,170.0,-37.79636,145.29351
408500,3,584,,-37.67159,144.94522
310000,3,595,,-37.66648,144.93399
620000,3,597,,-37.98265,145.22696
650000,4,709,,-37.76336,144.7725
716000,3,693,,-37.77371,144.76919
645000,3,586,,-37.7728,144.76941
840000,3,542,,-37.98536,145.13434
801000,3,526,189.0,-37.98217,145.14061
955000,5,619,153.0,-37.97545,145.12054
1255000,3,348,,-37.79759,145.16422
1369000,3,696,,-37.77973,145.16473
902000,3,649,,-37.80274,145.17952
885000,2,1489,,-37.81525,144.98678
967500,3,768,122.0,-37.69031,145.14557
890000,4,786,206.0,-37.70257,145.14995
1800000,3,188,185.0,-37.87818,144.98532
1200000,2,470,,-37.75225,144.90462
720000,2,1523,,-37.74999,144.91447
410000,2,0,67.0,-37.75122,144.91805
930000,3,223,146.0,-37.74566,144.89346
600000,2,132,,-37.75344,144.92616
1390000,3,793,,-37.74944,144.88479
761000,2,665,30.0,-37.70673,144.97108
650000,3,616,94.0,-37.71245,144.97059
700000,2,470,65.0,-37.79723,144.97686
1275000,2,153,,-37.78327,144.9791
1680000,2,185,,-37.7907,144.98163
1340000,4,302,,-37.7845,144.93582
800000,3,617,,-37.8318,145.17368
545000,3,571,,-38.14444,145.16788
570000,3,537,118.54,-38.14264,145.14684
715000,5,1424,,-38.13442,145.13548
860000,3,4780,,-38.18255,145.11986
653000,3,618,,-37.6953,144.89837
2862000,5,858,,-37.85636,145.06405
2180000,5,595,,-37.85775,145.07196
1610000,3,364,20.0,-37.84897,145.06804
2450000,4,910,,-37.86194,145.07256
2250000,4,1110,,-37.85723,145.0547
1100000,4,1017,,-37.70705,144.91011
512000,3,197,96.0,-37.70489,144.91033
820000,4,620,,-37.70377,144.90217
1050000,5,616,,-37.70557,145.10859
1326000,3,1020,,-37.70821,145.10405
895000,3,1036,132.0,-37.69538,145.11543
730000,3,563,,-37.68995,145.09399
880000,4,789,290.0,-37.69817,145.12852
925000,4,1070,190.0,-37.69999,145.1279
770000,3,775,,-37.64385,144.89221
715000,4,680,230.0,-37.61236,144.90753
840500,4,494,298.21,-37.61424,144.88705
810000,4,990,,-37.6579,144.90523
1600000,4,633,,-37.94039,145.02234
1325000,3,400,,-37.93434,145.00816
3150000,4,743,,-37.94176,145.00931
1285000,2,348,100.0,-37.93557,145.00463
685000,2,0,81.0,-37.9392,145.00095
878000,2,128,,-37.9395,145.01344
957000,3,254,113.0,-37.94313,145.03501
1236000,3,159,,-37.83179,145.04293
1750000,3,234,,-37.82839,145.04086
2010000,4,451,,-37.81633,145.02833
2370000,3,362,188.0,-37.82866,145.04259
1682000,2,264,97.0,-37.8285,145.04022
915000,4,419,,-37.7537,145.06341
781000,3,137,,-37.74888,145.06593
875000,2,671,,-37.73902,145.04529
1300000,4,604,,-37.94783,145.03983
1430000,4,590,,-37.94549,145.03332
660000,3,666,193.0,-37.68381,144.73331
480000,3,320,,-37.70338,144.74854
2380000,4,778,,-37.76356,145.04135
1035000,3,585,,-37.75725,145.03744
975000,3,103,120.0,-37.76676,145.04333
556000,3,627,,-37.68861,144.91065
875000,3,722,,-37.72302,144.83434
670000,4,713,164.0,-37.72305,144.81074
575000,3,307,,-37.72545,144.80397
1250000,3,340,,-37.79436,144.92158
395000,1,2592,,-37.79609,144.92608
840500,2,107,,-37.79025,144.92798
1995000,3,482,,-37.80119,145.0511
600000,2,847,,-37.80798,145.02347
797000,2,964,,-37.80222,145.03501
3001000,3,784,,-37.80978,145.02185
752000,3,552,,-37.99013,145.17912
705500,3,670,,-37.67328,145.02918
685000,2,766,,-37.66986,145.02048
560000,3,364,165.0,-37.67122,145.01487
511500,2,416,93.0,-37.67096,145.02445
810000,3,209,16.0,-37.78707,144.87608
1275000,3,161,,-37.86779,145.04482
1690000,3,706,,-37.88066,145.06605
3600000,4,552,355.0,-37.87421,145.04958
815000,3,198,130.0,-37.78667,144.88834
920000,2,575,,-37.78446,144.88781
467000,3,565,98.0,-37.65702,144.92447
405000,4,590,163.0,-37.67815,144.58355
420000,3,599,,-37.69575,144.57894
465000,3,615,,-37.7024,144.57153
625000,4,628,,-37.67647,145.06452
428000,2,389,104.0,-37.65623,145.07431
722500,4,643,169.5,-37.65959,145.08302
421000,2,257,83.0,-37.65636,145.03997
890000,2,370,370.0,-37.82047,145.19421
960000,3,781,,-37.8105,145.20106
755000,3,848,,-37.71287,145.132
286000,1,114,42.2,-37.76911,144.92472
1375000,3,449,,-37.77106,144.91162
1401500,3,867,,-37.94107,145.04217
920000,4,413,170.0,-37.99906,145.09386
1110000,2,709,,-38.00051,145.09315
620000,3,2385,127.0,-37.79977,145.37222
1200000,3,807,117.0,-37.86788,145.12121
1387000,4,691,,-37.86827,145.1452
970000,4,196,,-37.89456,145.11388
870000,3,264,,-37.89251,145.11121
1250000,3,722,,-37.88849,145.12795
865000,3,739,126.0,-37.92769,145.16792
1410000,3,579,,-37.90353,145.07006
1220500,3,462,,-37.89767,145.07332
357000,1,1382,,-37.89792,145.06516
1920000,4,718,181.0,-37.8888,145.07271
597500,3,810,,-38.0312,145.30703
1250000,3,343,,-37.84502,144.88612
1230000,3,396,123.0,-37.8363,144.87588
1220000,3,492,103.0,-37.83529,144.87893
1315000,4,650,,-37.74549,144.88666
660000,3,550,112.0,-37.98298,145.17932
570000,2,1223,81.0,-37.8006,144.95419
850000,2,1223,,-37.8006,144.95419
1550000,5,4221,321.0,-37.73371,145.24045
1000000,3,188,,-37.76592,144.99265
1240000,3,247,,-37.77747,144.99587
1590000,3,563,,-37.76557,145.01052
1275000,3,245,,-37.78167,145.01316
1350000,3,271,,-37.7754,145.00229
1075000,4,697,216.0,-37.80864,145.17161
821000,3,656,,-37.71467,144.92304
1071888,4,553,190.0,-37.71328,144.90585
560000,2,132,73.0,-37.72048,144.91323
1750000,5,546,313.0,-37.90465,145.08894
1210000,3,700,115.0,-37.9125,145.11844
1500000,4,597,,-37.91753,145.08524
1215000,4,619,,-37.92542,145.10622
1265000,3,743,,-37.91282,145.10376
1050000,4,624,,-37.91489,145.08441
790000,2,253,,-37.90173,145.04466
410500,4,425,,-38.07474,145.45376
1300000,4,597,150.0,-37.99232,145.08469
1400000,3,259,,-37.9905,145.06999
955000,3,645,,-37.72029,144.92896
860000,2,609,,-37.72091,144.94601
740000,2,487,88.0,-37.71949,144.94283
816000,2,0,,-37.84237,144.94486
800000,3,0,80.0,-37.84426,144.94415
1020000,2,0,102.0,-37.85931,145.00616
660000,2,0,76.0,-37.85184,145.01049
1242000,3,468,135.5,-37.75335,145.01642
1365000,2,525,,-37.74441,144.98928
691000,3,170,,-37.73698,144.98686
660000,2,70,,-37.74645,144.98888
875000,3,214,,-37.74886,144.99225
1350000,5,525,266.76,-37.75017,145.01204
1020000,3,158,159.0,-37.75026,144.98428
630000,3,0,,-37.69528,145.00523
877500,3,598,,-37.71394,145.00387
912000,5,890,203.0,-37.70295,145.00277
685000,3,494,102.0,-37.71477,144.98235
270000,1,0,60.0,-37.71408,145.00441
911000,3,601,,-37.72943,145.01904
365000,1,113,,-37.70717,145.02643
470000,2,73,,-37.72128,145.00995
890500,2,180,123.0,-37.81443,144.99079
355000,1,1082,,-37.8211,144.99549
1300000,3,200,,-37.8196,144.99101
717000,2,316,,-37.82295,144.99146
1530000,3,187,,-37.83199,144.99909
817000,4,1459,272.4,-37.45709,144.68999
1291000,3,776,,-37.81685,145.2353
1085000,3,921,,-37.78649,145.24836
750000,3,446,114.0,-37.7987,145.23032
1005000,2,290,,-37.87726,144.99336
860000,4,725,196.0,-37.9088,145.26319
645000,4,448,187.0,-38.0817,145.19654
1770000,4,463,233.0,-37.95877,145.02701
2250000,5,640,,-37.95698,145.0166
833800,3,730,,-37.88919,145.21629
1050000,6,662,373.0,-38.1078,145.1305
1085000,3,297,211.0,-37.80828,144.8856
1070000,4,38490,,-37.83229,145.43003
1700000,3,118,,-37.83347,144.95692
470000,2,1890,,-37.84446,144.99552
945000,2,708,,-37.83041,144.98494
900000,3,119,,-37.8414,144.98608
1810000,3,273,,-37.8386,144.99852
785000,3,343,,-37.83187,144.88966
770000,3,606,,-37.93861,145.15351
600000,3,565,,-37.76454,144.80611
1650000,4,268,,-37.87294,144.98118
883000,3,534,,-37.719,144.90634
1650000,3,698,,-37.74246,144.92074
755000,3,1011,,-37.58419,144.73188
780000,4,696,199.0,-37.78647,144.81319
518000,3,322,,-37.79209,144.82024
2000000,5,735,286.0,-37.83583,145.10664
1050000,3,444,,-37.81411,145.09055
716000,4,684,,-37.69274,144.76971
1450000,4,883,300.0,-37.76255,145.16233
1860000,4,682,315.0,-37.7572,145.15456
1181000,3,656,,-37.77158,145.11816
1352000,4,725,,-37.76472,145.10261
632500,3,536,,-37.67669,144.99197
460000,3,340,,-37.67803,145.01769
651000,3,555,135.0,-37.68211,145.03204
831000,3,651,,-37.67856,145.01728
1250000,3,695,133.0,-37.75506,145.01841
1460000,2,508,,-37.76499,145.01723
1000000,2,443,,-37.76219,145.00968
1420000,3,438,,-37.75375,145.00846
640000,3,0,,-37.84744,145.00783
856000,2,326,,-37.78281,144.93567
1235000,4,624,161.0,-37.83344,145.19063
1425000,5,842,,-37.85841,145.18248
1650000,4,1250,,-37.84825,145.18764
1400000,4,882,,-37.85484,145.1989
1290000,4,407,300.0,-37.85028,145.18787
825000,3,658,,-37.73346,145.08359
1000000,4,722,,-37.85848,145.23982
1160000,3,733,,-37.87105,145.23872
1180000,6,453,305.0,-37.87309,145.23078
800000,4,777,,-37.69837,145.08992
749000,2,369,,-37.79221,144.86408
1370000,3,121,,-37.80973,144.9472
1272000,4,733,,-37.91293,145.20079
957500,2,136,58.0,-37.85542,144.99571
2080000,3,754,177.8,-37.85679,145.00089
852000,3,629,139.4,-37.73058,145.08705
505000,2,0,38.0,-37.80206,145.00015
1402500,3,270,101.0,-37.8023,144.99615
2905000,5,557,364.0,-37.76181,144.89327
650000,2,374,96.0,-37.71811,144.87693
856000,3,300,212.0,-37.71917,144.87819
1505000,3,149,109.0,-37.84587,144.94828
1900000,3,186,,-37.84431,144.95532
600000,3,247,127.0,-37.77976,144.81559
1030000,2,743,,-37.8732,144.81331
1005000,3,575,112.0,-37.86715,144.80612
410000,2,1097,63.0,-37.85549,145.0163
590000,2,903,,-37.85963,145.02077
1850000,3,348,,-37.85862,145.01676
1530000,3,257,162.0,-37.77727,144.92655
865000,3,217,,-37.77391,144.92151
1370000,3,566,,-37.7801,144.90976
1082000,3,254,120.0,-37.77549,144.90865
1972500,4,676,,-37.86223,145.08696
1775000,3,721,,-37.86123,145.08845
1150000,4,599,,-38.01468,145.09789
835000,4,573,,-37.76272,144.85569
460000,2,0,,-37.81172,145.08175
725000,2,136,76.0,-37.80626,145.08776
602000,2,1129,72.0,-37.81623,145.0841
830000,2,0,101.76,-37.81192,145.07506
1300000,3,975,147.0,-37.79673,145.06853
1330000,3,260,,-37.79294,145.08583
2050000,4,526,,-37.80365,145.09048
1940000,5,629,140.0,-37.79238,145.07841
1590000,3,697,128.0,-37.78483,145.07477
725000,2,134,,-37.79541,145.0657
2367000,2,773,,-37.79589,145.07832
705000,4,765,141.0,-37.854,145.2565
2200000,4,704,318.0,-37.99035,145.03839
736500,2,271,,-37.75329,145.04059
780000,3,680,,-37.75255,145.03972
420000,2,0,68.0,-37.9336,145.04509
1479000,4,603,148.0,-37.91655,145.02448
1199000,3,383,,-37.91916,145.04986
1350000,4,557,,-37.91389,145.02804
890000,3,260,,-37.92188,145.07266
1655000,4,612,363.0,-37.9143,145.06582
1430000,3,614,197.0,-37.91068,145.06802
955000,3,225,,-37.91425,145.08376
667000,4,792,180.0,-38.03296,145.33439
740000,4,796,,-38.06022,145.35044
1080000,3,328,144.0,-37.97359,145.0214
623500,2,159,,-37.97363,145.02302
1258000,4,769,,-37.83998,145.15198
590000,3,392,,-37.70433,145.12184
1600000,3,0,,-37.89168,144.99162
1211000,3,343,,-37.88623,144.99858
3225000,4,803,,-37.9146,145.00535
2385000,4,373,,-37.92465,144.9992
1370000,3,0,,-37.90899,145.00046
1750800,3,424,201.0,-37.92988,145.01085
2300000,4,592,,-37.92173,145.01436
1605000,4,606,163.0,-37.91684,145.01727
1035000,2,542,65.0,-37.91704,145.01846
505000,3,546,109.0,-37.67411,144.94677
663000,3,244,129.0,-37.82017,144.84904
860000,2,245,106.0,-37.77111,144.96427
1505000,3,349,,-37.7744,144.96753
1700000,3,200,,-37.77494,144.9697
1280000,3,439,,-37.77047,144.97005
755000,2,0,,-37.76162,144.9608
2545000,5,957,320.0,-37.77501,144.95117
1405000,3,401,167.0,-37.76491,144.95253
460000,2,69,52.0,-37.75867,144.95679
1210000,4,425,140.0,-37.76262,144.97733
1265000,3,161,,-37.77742,144.97388
1300000,3,484,,-37.75416,144.94491
460000,2,54,60.0,-37.75948,144.94758
263100,1,41,,-37.75953,144.94094
1075000,5,441,202.0,-37.77242,144.94458
950000,4,189,,-37.76048,145.08476
1310000,1,604,,-37.75981,145.08599
714000,3,412,,-37.6993,145.06193
880000,4,520,261.0,-37.68155,145.04945
1405000,3,639,634.0,-37.69353,145.06008
1837500,3,93,164.0,-37.82921,145.00826
593000,4,480,195.0,-37.73321,144.75752
1732000,3,646,,-37.85049,145.11687
1253500,3,583,,-37.85475,145.12321
1642000,7,765,146.0,-37.85103,145.11232
700000,2,148,,-37.84743,145.09657
780000,3,306,138.0,-37.85473,145.1521
720000,4,595,,-37.76203,144.77764
1622000,3,446,,-37.84473,145.09218
1290000,3,321,195.0964,-37.84627,145.08366
1930000,3,359,119.0,-37.8279,145.07403
2408000,4,654,221.0,-37.83208,145.07533
4750000,4,967,470.0,-37.81792,145.06244
645000,2,2207,,-37.83201,145.08163
1100000,2,0,,-37.80279,144.96442
1628000,3,216,,-37.78026,144.97554
1042000,3,0,122.0,-37.89622,145.06032
1450000,3,621,167.0,-37.90262,145.05709
525000,4,550,172.0,-38.08981,145.17353
570000,2,601,65.0,-37.88524,145.02398
300000,2,1961,,-37.88299,145.04711
1417500,2,307,103.0,-37.86906,145.01986
1550000,4,584,,-37.89694,145.02176
510000,2,897,66.0,-37.88321,145.09594
1010000,3,532,,-37.95746,145.06706
601000,2,1078,94.0,-37.95745,145.07219
1145000,3,584,112.0,-37.96911,145.07271
755000,3,350,,-37.95342,145.06026
911982,4,734,222.0,-37.76032,145.30299
1040000,4,735,130.0,-37.92374,145.13222
700000,3,363,,-37.93296,145.12664
1460000,3,192,85.0,-37.78992,144.99845
556000,2,0,,-37.78745,145.00061
1615000,5,630,,-37.7532,144.97114
1090000,3,512,,-37.75236,144.97587
865000,3,677,110.0,-37.72361,144.9837
525000,2,143,102.0,-37.72037,144.97023
1135000,2,144,80.0,-37.80298,144.98894
900000,2,139,78.0,-37.79812,144.98873
340000,2,197,,-37.57886,144.90817
499000,3,598,158.0,-37.5993,144.93867
506000,6,655,202.0,-37.59052,144.93066
430000,3,280,127.0,-37.57056,144.91751
420000,3,219,175.0,-37.57243,144.92663
570000,2,0,75.0,-37.83011,144.99044
1253000,2,155,,-37.82653,144.98945
720000,4,879,,-37.79079,145.30208
637000,3,455,156.0,-37.79318,145.25811
905000,4,731,178.0,-37.78021,145.26367
835000,4,1717,153.0,-37.77595,145.28383
800000,3,865,,-37.81263,145.27588
560000,3,810,,-37.97938,145.23035
665000,3,540,,-37.98914,145.22531
447000,4,704,,-37.7613,144.75988
570000,3,531,,-37.7572,144.76093
610000,4,528,210.0,-37.78774,144.76019
435000,3,608,,-37.6204,144.71138
1255000,4,624,277.0,-37.97533,145.12278
595000,2,2256,,-37.9811,145.13807
1616000,4,668,,-37.78198,145.11877
1060000,3,633,,-37.79094,145.11335
1250000,4,733,,-37.79197,145.14257
871000,3,195,142.0,-37.79979,145.15665
1451000,3,695,130.52,-37.78541,145.15493
1385000,3,654,149.0,-37.78496,145.14659
1360000,3,402,200.0,-37.79408,145.16352
2620000,5,4077,,-37.78182,145.1903
1850000,6,840,547.0,-38.03548,145.11763
612500,2,421,88.0,-38.03093,145.11618
1060000,3,306,,-37.89507,145.00477
1970000,4,470,,-37.89359,145.01267
855000,6,804,214.0,-37.70872,145.16102
855000,3,654,104.0,-37.73209,145.13845
895000,4,792,233.0,-37.68966,145.14649
925000,4,796,,-37.69771,145.1349
902000,2,702,86.0,-37.87944,144.99375
1410000,2,249,117.0,-37.87964,144.9856
660000,2,0,,-37.88945,144.99015
1360000,3,797,175.0,-37.8867,144.99141
500000,3,553,117.0,-37.64463,145.04155
573000,3,637,125.0,-37.64097,145.05757
380500,3,156,,-37.6349,145.04042
528000,3,525,125.0,-37.6507,145.04681
465000,3,606,111.04,-37.62858,145.03735
545000,4,635,157.0,-37.64051,145.05743
452500,2,279,,-37.65791,145.02643
1980000,2,856,105.0,-37.74022,144.89557
830000,3,176,134.0,-37.74936,144.89669
886000,3,173,107.0,-37.75382,144.89167
280000,1,28,,-37.75209,144.92255
850000,3,204,,-37.74487,144.91194
445000,2,92,63.4,-37.7388,144.89984
1050000,3,846,187.0,-37.75228,144.88429
710000,3,491,,-37.69544,144.964
800000,4,625,140.0,-37.71112,144.97357
805000,3,572,,-37.70145,144.962
786000,2,687,94.0,-37.71833,144.96935
577000,3,164,,-37.71976,144.97121
670000,3,239,,-37.886,145.28646
617000,2,306,120.0,-37.87275,145.26325
1321000,2,167,,-37.78219,144.98371
960000,2,121,,-37.78534,144.98125
495000,1,0,,-37.78737,144.98735
990000,2,180,82.0,-37.7839,144.92727
1100000,3,390,,-37.79977,144.88887
455000,2,43,86.0,-37.78822,144.88361
680000,2,189,73.0,-37.83283,145.17533
1205000,5,477,,-37.84252,145.17258
491000,3,602,,-38.13759,145.17054
566000,3,623,,-38.13669,145.14049
740000,3,650,,-38.15882,145.12914
1400000,4,1659,,-38.16121,145.10381
1880000,5,538,,-37.89989,145.00883
755000,3,935,130.0,-37.69744,144.89073
635000,4,634,,-37.68368,144.88976
762000,2,730,93.0,-37.85563,145.04369
501000,2,0,,-37.85285,145.04608
2920000,4,1064,,-37.86224,145.06406
1501000,3,313,160.0,-37.85385,145.06473
1500000,3,409,,-37.84965,145.05904
1440000,3,0,,-37.85139,145.05835
1330000,3,296,,-37.85948,145.08571
1130000,4,690,,-37.90004,145.17205
1331000,4,762,,-37.86584,145.16502
1100000,4,726,101.0,-37.89814,145.14457
1135000,3,328,152.0,-37.86931,145.15081
651000,4,587,,-37.69897,144.90998
865000,3,746,152.0,-37.71051,144.90925
362500,1,124,75.0,-37.70917,144.92291
922000,3,584,153.0,-37.71016,144.9215
650000,2,650,,-37.69712,144.91949
963500,3,697,174.0,-37.69647,144.9113
815000,3,641,,-37.70757,144.90782
740000,3,580,142.0,-37.71536,145.10205
750000,5,877,,-37.63823,144.88675
730000,4,633,270.0,-37.63958,144.90267
770000,3,711,154.0,-37.64297,144.88796
550000,3,392,,-37.62458,144.88546
870000,3,700,,-37.70569,144.94048
2905000,4,630,,-37.93571,145.00964
1695000,2,765,,-37.93594,145.0195
2550000,4,726,200.0,-37.93167,145.00134
561000,3,646,,-38.03378,145.2621
525000,2,279,,-37.82676,145.04444
2800000,4,750,192.0,-37.81557,145.04281
1870000,3,271,,-37.81816,145.03938
2402500,3,273,,-37.81625,145.03789
1955000,3,261,,-37.81965,145.02367
1702000,3,290,110.0,-37.81767,145.04041
500000,2,0,,-37.8213,145.02913
3399000,4,446,274.0,-37.82785,145.03816
3900000,4,595,,-37.81396,145.01899
697000,2,0,,-37.82887,145.03676
802500,2,966,87.0,-37.82524,145.05568
441000,1,0,50.0,-37.8327,145.05428
2680000,3,522,,-37.82701,145.0541
500000,2,1324,72.0,-37.83012,145.04751
738000,2,154,107.0,-37.75343,145.06328
715000,3,192,,-37.74128,145.05607
800000,3,583,92.5,-37.73752,145.05228
680000,2,129,106.0,-37.74931,145.05505
1010000,3,648,,-37.73658,145.05341
630000,3,277,,-37.73426,145.05986
605000,3,377,115.96,-37.73712,145.0369
580000,3,429,109.0,-37.73704,145.03697
444000,2,94,,-37.74432,145.04721
532000,2,220,,-37.73549,145.0487
1600000,3,598,137.0,-37.95357,145.02651
677000,4,661,196.0,-37.69655,144.75538
737500,4,704,230.0,-37.68175,144.74087
520000,3,530,169.0,-37.86713,144.71086
553100,3,540,,-37.8765,144.69638
418000,3,435,,-37.86767,144.68409
505000,3,663,142.0,-37.86658,144.71221
492000,3,581,,-37.87711,144.68825
680000,4,800,158.0,-37.87051,144.7141
472000,4,546,,-37.85146,144.67109
442500,3,537,121.84,-37.87016,144.70606
1203500,3,311,127.0,-37.89829,145.08141
1250000,3,603,,-37.90192,145.0756
1475000,3,424,114.0,-37.76353,145.02941
1640000,3,617,158.0,-37.77212,145.05813
590500,3,708,90.0,-37.68825,144.91484
895000,3,589,157.0,-37.7143,144.8315
790000,4,696,,-37.72394,144.8147
825000,3,534,,-37.7444,144.86124
806000,3,546,,-37.74761,144.8521
698000,4,535,,-37.74083,144.85545
752500,3,468,144.0,-37.72203,144.85994
400000,1,0,56.0,-37.79741,144.92614
715000,1,91,,-37.7914,144.93076
1300000,3,257,,-37.81176,145.02807
660000,3,1096,,-37.81207,145.0371
2425000,4,638,,-37.80719,145.02248
825000,2,193,107.0,-37.79438,145.03369
682000,2,0,80.0,-37.80154,145.03258
3200500,5,842,,-37.80469,145.05213
1110000,3,200,,-37.7948,145.0364
2258000,4,836,173.0,-37.79702,145.05352
1650000,3,204,,-37.7927,145.05349
1250000,4,560,305.0,-38.00512,145.14935
520000,5,545,171.0,-37.7323,144.77861
1218000,4,900,281.0,-37.87695,145.2547
1010000,4,620,,-37.88308,145.24953
383000,2,138,,-37.67527,145.02775
600000,3,534,121.0,-37.67323,145.03976
487000,3,533,160.0,-37.67605,145.03956
572000,3,640,140.0,-37.6591,145.00549
650000,2,248,120.0,-37.72473,145.11657
793000,3,417,,-37.78867,144.87397
2775000,4,510,,-37.863,145.03946
1700000,3,312,141.0,-37.86162,145.03065
1060000,3,206,110.0,-37.87107,145.04991
2400000,4,589,,-37.87391,145.05562
530000,2,81,88.0,-37.77323,144.89268
450000,2,0,93.0,-37.77296,144.88057
1510500,4,251,,-37.7839,144.89431
353000,2,4977,79.0,-37.77367,144.88161
1250000,2,368,,-37.91304,145.0373
2300000,5,904,,-37.91074,145.03068
720000,2,0,86.0,-37.81267,144.96273
295000,3,600,122.86,-37.68734,144.58001
347500,4,587,149.0,-37.69392,144.57468
410000,3,740,119.0,-37.68052,144.55106
1010000,3,309,,-37.98009,145.06118
1485000,5,720,174.0,-37.98439,145.06812
3750000,3,411,,-37.85327,144.96223
1750000,3,138,155.0,-37.84962,144.95856
480750,2,114,92.0,-37.67761,145.06132
725000,5,574,,-37.66936,145.05413
695000,2,300,90.0,-37.80574,145.18832
655000,2,446,82.0,-37.81906,145.21253
775000,3,208,110.0,-37.8135,145.19972
820000,3,439,110.0,-37.82596,145.1872
990000,4,708,,-37.80601,145.20106
883000,2,697,,-37.81808,145.2057
1462000,4,420,,-37.81788,145.11454
1130000,3,842,,-37.72096,145.12948
960000,3,397,,-37.72331,145.11909
1050000,4,973,,-37.72082,145.12027
900000,3,575,138.0,-37.72089,145.11987
806000,3,396,108.0,-37.71665,145.11682
1160000,3,1125,,-37.71541,145.11666
700000,3,615,,-37.72588,145.13443
980000,4,701,300.0,-37.71871,145.13559
1250800,4,243,,-37.86463,145.14284
1327000,4,768,,-37.85896,145.11484
670000,2,296,,-37.87128,145.13051
1615000,3,1321,,-37.88569,145.1438
1400000,4,668,,-37.87118,145.12478
620000,2,190,,-37.87677,145.11961
800000,3,324,,-37.92783,145.19685
1540000,4,589,199.0,-37.90017,145.06435
470000,1,0,76.0,-37.89018,145.06865
1160000,3,441,,-37.89706,145.07483
715000,3,178,,-37.74731,144.88826
